325,"Riesa-Göhlis Airport","Riesa","Germany",\N,"EDAU",51.2936096191,13.3561105728,322,1,"E","Europe/Berlin","airport","OurAirports"
326,"Rechlin-Lärz Airport","Rechlin-laerz","Germany",\N,"EDAX",53.306388855,12.7522220612,220,1,"E","Europe/Berlin","airport","OurAirports"
327,"Strausberg Airport","Strausberg","Germany",\N,"EDAY",52.5805549621582,13.916666984558105,262,1,"E","Europe/Berlin","airport","OurAirports"
328,"Schönhagen Airport","Schoenhagen","Germany",\N,"EDAZ",52.2036094666,13.1563892365,131,1,"E","Europe/Berlin","airport","OurAirports"
329,"Barth Airport","Barth","Germany","BBH","EDBH",54.338253,12.710515,23,1,"E","Europe/Berlin","airport","OurAirports"
330,"Jena-Schöngleina Airport","Jena","Germany",\N,"EDBJ",50.915279388427734,11.714444160461426,1247,1,"E","Europe/Berlin","airport","OurAirports"
331,"Kyritz Airport","Kyritz","Germany",\N,"EDBK",52.918888092041016,12.425277709960938,131,1,"E","Europe/Berlin","airport","OurAirports"
332,"Magdeburg \"City\" Airport","Magdeburg","Germany",\N,"EDBM",52.073612,11.626389,259,1,"E","Europe/Berlin","airport","OurAirports"
333,"Rothenburg/Görlitz Airport","Rothenburg/ol","Germany",\N,"EDBR",51.36333465576172,14.949999809265137,518,1,"E","Europe/Berlin","airport","OurAirports"
334,"Anklam Airport","Anklam","Germany",\N,"EDCA",53.83277893066406,13.668610572814941,16,1,"E","Europe/Berlin","airport","OurAirports"
335,"Cottbus-Drewitz Airport","Cottbus","Germany",\N,"EDCD",51.889442,14.531944,272,1,"E","Europe/Berlin","airport","OurAirports"
336,"Kamenz Airport","Kamenz","Germany",\N,"EDCM",51.29694366455078,14.1274995803833,495,1,"E","Europe/Berlin","airport","OurAirports"
337,"Berlin-Schönefeld International Airport","Berlin","Germany","SXF","EDDB",52.380001068115,13.522500038147,157,1,"E","Europe/Berlin","airport","OurAirports"
338,"Dresden Airport","Dresden","Germany","DRS","EDDC",51.1328010559082,13.767200469970703,755,1,"E","Europe/Berlin","airport","OurAirports"
339,"Erfurt Airport","Erfurt","Germany","ERF","EDDE",50.979801177978516,10.958100318908691,1036,1,"E","Europe/Berlin","airport","OurAirports"
340,"Frankfurt am Main International Airport","Frankfurt","Germany","FRA","EDDF",50.0333333,8.5705556,364,1,"E","Europe/Berlin","airport","OurAirports"
341,"Münster Osnabrück Airport","Munster","Germany","FMO","EDDG",52.134601593,7.68483018875,160,1,"E","Europe/Berlin","airport","OurAirports"
342,"Hamburg Airport","Hamburg","Germany","HAM","EDDH",53.630401611328,9.9882297515869,53,1,"E","Europe/Berlin","airport","OurAirports"
343,"Berlin-Tempelhof International Airport","Berlin","Germany","THF","EDDI",52.472999572753906,13.403900146484375,167,1,"E","Europe/Berlin","airport","OurAirports"
344,"Cologne Bonn Airport","Cologne","Germany","CGN","EDDK",50.8658981323,7.1427397728,302,1,"E","Europe/Berlin","airport","OurAirports"
345,"Düsseldorf International Airport","Duesseldorf","Germany","DUS","EDDL",51.28950119018555,6.766779899597168,147,1,"E","Europe/Berlin","airport","OurAirports"
346,"Munich International Airport","Munich","Germany","MUC","EDDM",48.353801727295,11.786100387573,1487,1,"E","Europe/Berlin","airport","OurAirports"
347,"Nuremberg Airport","Nuernberg","Germany","NUE","EDDN",49.498699,11.0780556,1046,1,"E","Europe/Berlin","airport","OurAirports"
348,"Leipzig Halle Airport","Leipzig","Germany","LEJ","EDDP",51.4238889,12.2363889,465,1,"E","Europe/Berlin","airport","OurAirports"
349,"Saarbrücken Airport","Saarbruecken","Germany","SCN","EDDR",49.214599609400004,7.10950994492,1058,1,"E","Europe/Berlin","airport","OurAirports"
350,"Stuttgart Airport","Stuttgart","Germany","STR","EDDS",48.689899444599995,9.22196006775,1276,1,"E","Europe/Berlin","airport","OurAirports"
351,"Berlin-Tegel International Airport","Berlin","Germany","TXL","EDDT",52.5597000122,13.2876996994,122,1,"E","Europe/Berlin","airport","OurAirports"
352,"Hannover Airport","Hannover","Germany","HAJ","EDDV",52.461101532,9.685079574580001,183,1,"E","Europe/Berlin","airport","OurAirports"
353,"Bremen Airport","Bremen","Germany","BRE","EDDW",53.0475006104,8.78666973114,14,1,"E","Europe/Berlin","airport","OurAirports"
354,"Frankfurt-Egelsbach Airport","Egelsbach","Germany","QEF","EDFE",49.959999084472656,8.645833015441895,384,1,"E","Europe/Berlin","airport","OurAirports"
355,"Frankfurt-Hahn Airport","Hahn","Germany","HHN","EDFH",49.948699951200005,7.263889789579999,1649,1,"E","Europe/Berlin","airport","OurAirports"
356,"Mannheim-City Airport","Mannheim","Germany","MHG","EDFM",49.47305679321289,8.514166831970215,308,1,"E","Europe/Berlin","airport","OurAirports"
357,"Allendorf/Eder Airport","Allendorf","Germany",\N,"EDFQ",51.03499984741211,8.680832862854004,1158,1,"E","Europe/Berlin","airport","OurAirports"
358,"Worms Airport","Worms","Germany",\N,"EDFV",49.606945,8.368333,295,1,"E","Europe/Berlin","airport","OurAirports"
359,"Mainz-Finthen Airport","Mainz","Germany",\N,"EDFZ",49.967499,8.147222,525,1,"E","Europe/Berlin","airport","OurAirports"
360,"Eisenach-Kindel Airport","Eisenach","Germany",\N,"EDGE",50.991604,10.47973,1112,1,"E","Europe/Berlin","airport","OurAirports"
361,"Siegerland Airport","Siegerland","Germany",\N,"EDGS",50.707698822021484,8.082969665527344,1966,1,"E","Europe/Berlin","airport","OurAirports"
362,"Hamburg-Finkenwerder Airport","Hamburg","Germany","XFW","EDHI",53.5352783203125,9.835556030273438,23,1,"E","Europe/Berlin","airport","OurAirports"
363,"Kiel-Holtenau Airport","Kiel","Germany","KEL","EDHK",54.37944412231445,10.145277976989746,102,1,"E","Europe/Berlin","airport","OurAirports"
364,"Lübeck Blankensee Airport","Luebeck","Germany","LBC","EDHL",53.8054008484,10.7192001343,53,1,"E","Europe/Berlin","airport","OurAirports"
366,"Meinerzhagen Airport","Meinerzhagen","Germany",\N,"EDKZ",51.099998474121094,7.599999904632568,1549,1,"E","Europe/Berlin","airport","OurAirports"
367,"Arnsberg-Menden Airport","Arnsberg","Germany","ZCA","EDLA",51.483890533447266,7.8983330726623535,794,1,"E","Europe/Berlin","airport","OurAirports"
368,"Essen Mulheim Airport","Essen","Germany","ESS","EDLE",51.40230178833008,6.9373297691345215,424,1,"E","Europe/Berlin","airport","OurAirports"
369,"Bielefeld Airport","Bielefeld","Germany",\N,"EDLI",51.9647216797,8.544444084170001,433,1,"E","Europe/Berlin","airport","OurAirports"
370,"Mönchengladbach Airport","Moenchengladbach","Germany","MGL","EDLN",51.23027801513672,6.504444122314453,125,1,"E","Europe/Berlin","airport","OurAirports"
371,"Paderborn Lippstadt Airport","Paderborn","Germany","PAD","EDLP",51.614101409899995,8.616319656369999,699,1,"E","Europe/Berlin","airport","OurAirports"
372,"Stadtlohn-Vreden Airport","Stadtlohn","Germany",\N,"EDLS",51.99583435058594,6.8405561447143555,157,1,"E","Europe/Berlin","airport","OurAirports"
373,"Dortmund Airport","Dortmund","Germany","DTM","EDLW",51.51829910279999,7.61223983765,425,1,"E","Europe/Berlin","airport","OurAirports"
374,"Augsburg Airport","Augsburg","Germany","AGB","EDMA",48.425278,10.931667,1516,1,"E","Europe/Berlin","airport","OurAirports"
375,"Biberach a.d. Riß Airport","Biberach","Germany",\N,"EDMB",48.11111068725586,9.762778282165527,1903,1,"E","Europe/Berlin","airport","OurAirports"
376,"Eggenfelden Airport","Eggenfelden","Germany",\N,"EDME",48.39611053466797,12.723610877990723,1342,1,"E","Europe/Berlin","airport","OurAirports"
377,"Mindelheim-Mattsies Airport","Mindelheim","Germany",\N,"EDMN",48.1069450378418,10.524999618530273,1857,1,"E","Europe/Berlin","airport","OurAirports"
378,"Oberpfaffenhofen Airport","Oberpfaffenhofen","Germany","OBF","EDMO",48.08140182495117,11.283100128173828,1947,1,"E","Europe/Berlin","airport","OurAirports"
379,"Straubing Airport","Straubing","Germany","RBM","EDMS",48.90083312988281,12.516667366027832,1047,1,"E","Europe/Berlin","airport","OurAirports"
380,"Vilshofen Airport","Vilshofen","Germany",\N,"EDMV",48.6349983215332,13.195555686950684,991,1,"E","Europe/Berlin","airport","OurAirports"
381,"Leutkirch-Unterzeil Airport","Leutkirch","Germany",\N,"EDNL",47.858890533447266,10.014166831970215,2100,1,"E","Europe/Berlin","airport","OurAirports"
382,"Friedrichshafen Airport","Friedrichshafen","Germany","FDH","EDNY",47.671298980699994,9.51148986816,1367,1,"E","Europe/Berlin","airport","OurAirports"
383,"Schwerin Parchim Airport","Parchim","Germany","SZW","EDOP",53.426998,11.7834,166,1,"E","Europe/Berlin","airport","OurAirports"
384,"Stendal-Borstel Airport","Stendal","Germany","ZSN","EDOV",52.62888717651367,11.818611145019531,184,1,"E","Europe/Berlin","airport","OurAirports"
385,"Aalen-Heidenheim/Elchingen Airport","Aalen-heidenheim","Germany",\N,"EDPA",48.77777862548828,10.264721870422363,1916,1,"E","Europe/Berlin","airport","OurAirports"
386,"Bayreuth Airport","Bayreuth","Germany","BYU","EDQD",49.98500061035156,11.640000343322754,1601,1,"E","Europe/Berlin","airport","OurAirports"
387,"Burg Feuerstein Airport","Burg Feuerstein","Germany",\N,"EDQE",49.794166564941,11.133610725403,1673,1,"E","Europe/Berlin","airport","OurAirports"
388,"Hof-Plauen Airport","Hof","Germany","HOQ","EDQM",50.288612365722656,11.856389045715332,1959,1,"E","Europe/Berlin","airport","OurAirports"
389,"Haßfurt-Schweinfurt Airport","Hassfurt","Germany",\N,"EDQT",50.0180549621582,10.529443740844727,719,1,"E","Europe/Berlin","airport","OurAirports"
390,"Koblenz-Winningen Airport","Koblenz","Germany","ZNV","EDRK",50.325557708740234,7.528611183166504,640,1,"E","Europe/Berlin","airport","OurAirports"
391,"Trier-Föhren Airport","Trier","Germany","ZQF","EDRT",49.863887786865234,6.787499904632568,666,1,"E","Europe/Berlin","airport","OurAirports"
392,"Speyer Airport","Speyer","Germany","ZQC","EDRY",49.30472183227539,8.45138931274414,312,1,"E","Europe/Berlin","airport","OurAirports"
393,"Zweibrücken Airport","Zweibruecken","Germany","ZQW","EDRZ",49.20940017700195,7.400559902191162,1132,1,"E","Europe/Berlin","airport","OurAirports"
394,"Donaueschingen-Villingen Airport","Donaueschingen","Germany","ZQL","EDTD",47.97333145139999,8.52222156525,2231,1,"E","Europe/Berlin","airport","OurAirports"
395,"Freiburg i. Br. Airport","Freiburg","Germany",\N,"EDTF",48.022777557400005,7.83249998093,801,1,"E","Europe/Berlin","airport","OurAirports"
396,"Mengen-Hohentengen Airport","Mengen","Germany",\N,"EDTM",48.053890228271484,9.372777938842773,1818,1,"E","Europe/Berlin","airport","OurAirports"
397,"Adolf Würth Airport","Schwaebisch Hall","Germany",\N,"EDTY",49.1183319092,9.783888816829998,1299,1,"E","Europe/Berlin","airport","OurAirports"
398,"Finsterwalde/Schacksdorf Airport","Soest","Germany",\N,"EDUS",51.607498,13.743611,384,1,"E","Europe/Berlin","airport","OurAirports"
399,"Braunschweig Wolfsburg Airport","Braunschweig","Germany","BWE","EDVE",52.319199,10.5561,295,1,"E","Europe/Berlin","airport","OurAirports"
400,"Kassel-Calden Airport","Kassel","Germany","KSF","EDVK",51.417273,9.384967,820,1,"E","Europe/Berlin","airport","OurAirports"
401,"Hildesheim Airport","Hildesheim","Germany",\N,"EDVM",52.18138885498047,9.946389198303223,292,1,"E","Europe/Berlin","airport","OurAirports"
402,"Bremerhaven Airport","Bremerhaven","Germany","BRV","EDWB",53.506943,8.572778,10,1,"E","Europe/Berlin","airport","OurAirports"
403,"Emden Airport","Emden","Germany","EME","EDWE",53.391109466552734,7.227499961853027,3,1,"E","Europe/Berlin","airport","OurAirports"
404,"Leer-Papenburg Airport","Leer","Germany",\N,"EDWF",53.271942138671875,7.441667079925537,3,1,"E","Europe/Berlin","airport","OurAirports"
405,"Wilhelmshaven-Mariensiel Airport","Wilhelmshaven","Germany","WVN","EDWI",53.502220153808594,8.05222225189209,16,1,"E","Europe/Berlin","airport","OurAirports"
406,"Borkum Airport","Borkum","Germany","BMK","EDWR",53.5963897705,6.70916700363,3,1,"E","Europe/Berlin","airport","OurAirports"
407,"Norderney Airport","Norderney","Germany","NRD","EDWY",53.70694351196289,7.230000019073486,7,1,"E","Europe/Berlin","airport","OurAirports"
408,"Flensburg-Schäferhaus Airport","Flensburg","Germany","FLF","EDXF",54.77333450317383,9.378889083862305,131,1,"E","Europe/Berlin","airport","OurAirports"
409,"Rendsburg-Schachtholm Airport","Rendsburg","Germany",\N,"EDXR",54.220001220703125,9.599444389343262,23,1,"E","Europe/Berlin","airport","OurAirports"
410,"Westerland Sylt Airport","Westerland","Germany","GWT","EDXW",54.9132003784,8.34047031403,51,1,"E","Europe/Berlin","airport","OurAirports"
412,"Kärdla Airport","Kardla","Estonia","KDL","EEKA",58.99079895019531,22.830699920654297,18,2,"E","Europe/Tallinn","airport","OurAirports"
413,"Kuressaare Airport","Kuressaare","Estonia","URE","EEKE",58.22990036010742,22.50950050354004,14,2,"E","Europe/Tallinn","airport","OurAirports"
414,"Pärnu Airport","Parnu","Estonia","EPU","EEPU",58.41899871826172,24.47279930114746,47,2,"E","Europe/Tallinn","airport","OurAirports"
415,"Lennart Meri Tallinn Airport","Tallinn-ulemiste International","Estonia","TLL","EETN",59.41329956049999,24.832799911499997,131,2,"E","Europe/Tallinn","airport","OurAirports"
416,"Tartu Airport","Tartu","Estonia","TAY","EETU",58.3074989319,26.690399169900004,219,2,"E","Europe/Tallinn","airport","OurAirports"
417,"Enontekio Airport","Enontekio","Finland","ENF","EFET",68.362602233887,23.424299240112,1005,2,"E","Europe/Helsinki","airport","OurAirports"
418,"Eura Airport","Eura","Finland",\N,"EFEU",61.1161003112793,22.201400756835938,259,2,"E","Europe/Helsinki","airport","OurAirports"
419,"Halli Airport","Halli","Finland","KEV","EFHA",61.856039,24.786686,479,2,"E","Europe/Helsinki","airport","OurAirports"
420,"Helsinki Malmi Airport","Helsinki","Finland","HEM","EFHF",60.254600524902344,25.042800903320312,57,2,"E","Europe/Helsinki","airport","OurAirports"
421,"Helsinki Vantaa Airport","Helsinki","Finland","HEL","EFHK",60.317199707031,24.963300704956,179,2,"E","Europe/Helsinki","airport","OurAirports"
422,"Hameenkyro Airport","Hameenkyro","Finland",\N,"EFHM",61.689701080322266,23.073699951171875,449,2,"E","Europe/Helsinki","airport","OurAirports"
423,"Hanko Airport","Hanko","Finland",\N,"EFHN",59.848899841308594,23.083599090576172,20,2,"E","Europe/Helsinki","airport","OurAirports"
425,"Kiikala Airport","Kikala","Finland",\N,"EFIK",60.4625015259,23.6525001526,381,2,"E","Europe/Helsinki","airport","OurAirports"
426,"Immola Airport","Immola","Finland",\N,"EFIM",61.24919891357422,28.90369987487793,338,2,"E","Europe/Helsinki","airport","OurAirports"
427,"Kitee Airport","Kitee","Finland",\N,"EFIT",62.1661,30.073601,364,2,"E","Europe/Helsinki","airport","OurAirports"
428,"Ivalo Airport","Ivalo","Finland","IVL","EFIV",68.607299804688,27.405300140381,481,2,"E","Europe/Helsinki","airport","OurAirports"
429,"Joensuu Airport","Joensuu","Finland","JOE","EFJO",62.662899017334,29.607500076294,398,2,"E","Europe/Helsinki","airport","OurAirports"
430,"Jyvaskyla Airport","Jyvaskyla","Finland","JYV","EFJY",62.399501800537,25.678300857544,459,2,"E","Europe/Helsinki","airport","OurAirports"
431,"Kauhava Airport","Kauhava","Finland","KAU","EFKA",63.127102,23.051399,151,2,"E","Europe/Helsinki","airport","OurAirports"
432,"Kemi-Tornio Airport","Kemi","Finland","KEM","EFKE",65.778701782227,24.582099914551,61,2,"E","Europe/Helsinki","airport","OurAirports"
433,"Kajaani Airport","Kajaani","Finland","KAJ","EFKI",64.285499572754,27.692399978638,483,2,"E","Europe/Helsinki","airport","OurAirports"
434,"Kauhajoki Airport","Kauhajoki","Finland",\N,"EFKJ",62.4625015259,22.3931007385,407,2,"E","Europe/Helsinki","airport","OurAirports"
435,"Kokkola-Pietarsaari Airport","Kruunupyy","Finland","KOK","EFKK",63.721199035645,23.143100738525,84,2,"E","Europe/Helsinki","airport","OurAirports"
436,"Kemijarvi Airport","Kemijarvi","Finland",\N,"EFKM",66.712898,27.156799,692,2,"E","Europe/Helsinki","airport","OurAirports"
437,"Kuusamo Airport","Kuusamo","Finland","KAO","EFKS",65.987602233887,29.239400863647,866,2,"E","Europe/Helsinki","airport","OurAirports"
438,"Kittilä Airport","Kittila","Finland","KTT","EFKT",67.700996398926,24.846799850464,644,2,"E","Europe/Helsinki","airport","OurAirports"
439,"Kuopio Airport","Kuopio","Finland","KUO","EFKU",63.007099151611,27.797800064087,323,2,"E","Europe/Helsinki","airport","OurAirports"
440,"Lahti Vesivehmaa Airport","Vesivehmaa","Finland",\N,"EFLA",61.144199,25.693501,502,2,"E","Europe/Helsinki","airport","OurAirports"
441,"Lappeenranta Airport","Lappeenranta","Finland","LPP","EFLP",61.044601,28.144743,349,2,"E","Europe/Helsinki","airport","OurAirports"
442,"Mariehamn Airport","Mariehamn","Finland","MHQ","EFMA",60.122200012207,19.898199081421,17,2,"E","Europe/Mariehamn","airport","OurAirports"
443,"Menkijarvi Airport","Menkijarvi","Finland",\N,"EFME",62.94670104980469,23.51889991760254,331,2,"E","Europe/Helsinki","airport","OurAirports"
444,"Mikkeli Airport","Mikkeli","Finland","MIK","EFMI",61.6866,27.201799,329,2,"E","Europe/Helsinki","airport","OurAirports"
445,"Nummela Airport","Nummela","Finland",\N,"EFNU",60.333900451699996,24.2964000702,367,2,"E","Europe/Helsinki","airport","OurAirports"
446,"Oulu Airport","Oulu","Finland","OUL","EFOU",64.930099487305,25.354600906372,47,2,"E","Europe/Helsinki","airport","OurAirports"
447,"Piikajarvi Airport","Piikajarvi","Finland",\N,"EFPI",61.245601654052734,22.19339942932129,148,2,"E","Europe/Helsinki","airport","OurAirports"
448,"Pori Airport","Pori","Finland","POR","EFPO",61.461700439453,21.799999237061,44,2,"E","Europe/Helsinki","airport","OurAirports"
449,"Pudasjärvi Airport","Pudasjarvi","Finland",\N,"EFPU",65.4021987915,26.946899414100002,397,2,"E","Europe/Helsinki","airport","OurAirports"
450,"Pyhäsalmi Airport","Pyhasalmi","Finland",\N,"EFPY",63.7318992615,25.926300048799998,528,2,"E","Europe/Helsinki","airport","OurAirports"
451,"Raahe Pattijoki Airport","Pattijoki","Finland",\N,"EFRH",64.6881027222,24.6958007812,118,2,"E","Europe/Helsinki","airport","OurAirports"
452,"Rantasalmi Airport","Rantasalmi","Finland",\N,"EFRN",62.0654983521,28.3565006256,292,2,"E","Europe/Helsinki","airport","OurAirports"
453,"Rovaniemi Airport","Rovaniemi","Finland","RVN","EFRO",66.564796447754,25.830400466919,642,2,"E","Europe/Helsinki","airport","OurAirports"
454,"Rayskala Airport","Rayskala","Finland",\N,"EFRY",60.74470138549805,24.107799530029297,407,2,"E","Europe/Helsinki","airport","OurAirports"
455,"Savonlinna Airport","Savonlinna","Finland","SVL","EFSA",61.943099975586,28.945100784302,311,2,"E","Europe/Helsinki","airport","OurAirports"
456,"Selanpaa Airport","Selanpaa","Finland",\N,"EFSE",61.062400817871094,26.798900604248047,417,2,"E","Europe/Helsinki","airport","OurAirports"
457,"Sodankyla Airport","Sodankyla","Finland","SOT","EFSO",67.3949966431,26.6191005707,602,2,"E","Europe/Helsinki","airport","OurAirports"
458,"Tampere-Pirkkala Airport","Tampere","Finland","TMP","EFTP",61.414100646973,23.604400634766,390,2,"E","Europe/Helsinki","airport","OurAirports"
459,"Teisko Airport","Teisko","Finland",\N,"EFTS",61.7733,24.027,515,2,"E","Europe/Helsinki","airport","OurAirports"
460,"Turku Airport","Turku","Finland","TKU","EFTU",60.514099121094,22.262800216675,161,2,"E","Europe/Helsinki","airport","OurAirports"
462,"Vaasa Airport","Vaasa","Finland","VAA","EFVA",63.050701141357,21.762199401855,19,2,"E","Europe/Helsinki","airport","OurAirports"
463,"Varkaus Airport","Varkaus","Finland","VRK","EFVR",62.171100616455,27.868600845337,286,2,"E","Europe/Helsinki","airport","OurAirports"
465,"Belfast International Airport","Belfast","United Kingdom","BFS","EGAA",54.6575012207,-6.2158298492399995,268,0,"E","Europe/London","airport","OurAirports"
466,"St Angelo Airport","Enniskillen","United Kingdom","ENK","EGAB",54.39889907836914,-7.651669979095459,155,0,"E","Europe/London","airport","OurAirports"
467,"George Best Belfast City Airport","Belfast","United Kingdom","BHD","EGAC",54.618099212646484,-5.872499942779541,15,0,"E","Europe/London","airport","OurAirports"
468,"City of Derry Airport","Londonderry","United Kingdom","LDY","EGAE",55.04280090332031,-7.161109924316406,22,0,"E","Europe/London","airport","OurAirports"
469,"Birmingham International Airport","Birmingham","United Kingdom","BHX","EGBB",52.453899383499994,-1.74802994728,327,0,"E","Europe/London","airport","OurAirports"
470,"Coventry Airport","Coventry","United Kingdom","CVT","EGBE",52.3697013855,-1.4797199964499999,267,0,"E","Europe/London","airport","OurAirports"
471,"Leicester Airport","Leicester","United Kingdom",\N,"EGBG",52.6077995300293,-1.03193998336792,469,0,"E","Europe/London","airport","OurAirports"
472,"Gloucestershire Airport","Golouchestershire","United Kingdom","GLO","EGBJ",51.89419937133789,-2.167220115661621,101,0,"E","Europe/London","airport","OurAirports"
474,"Wolverhampton Halfpenny Green Airport","Halfpenny Green","United Kingdom",\N,"EGBO",52.51750183105469,-2.2594399452209473,283,0,"E","Europe/London","airport","OurAirports"
475,"Cotswold Airport","Pailton","United Kingdom",\N,"EGBP",51.668095,-2.05694,433,0,"E","Europe/London","airport","OurAirports"
476,"Turweston Airport","Turweston","United Kingdom",\N,"EGBT",52.0407981873,-1.09555995464,448,0,"E","Europe/London","airport","OurAirports"
477,"Wellesbourne Mountford Airport","Wellesbourne","United Kingdom",\N,"EGBW",52.19219970703125,-1.6144399642944336,159,0,"E","Europe/London","airport","OurAirports"
478,"Manchester Airport","Manchester","United Kingdom","MAN","EGCC",53.35369873046875,-2.2749500274658203,257,0,"E","Europe/London","airport","OurAirports"
479,"Manchester Woodford Airport","Woodfort","United Kingdom",\N,"EGCD",53.3381,-2.14889,295,0,"E","Europe/London","airport","OurAirports"
480,"Royal Marines Base Chivenor Airport","Chivenor","United Kingdom",\N,"EGDC",51.08720016479492,-4.1503400802612305,27,0,"E","Europe/London","airport","OurAirports"
481,"Newquay Cornwall Airport","Newquai","United Kingdom","NQY","EGHQ",50.44060134887695,-4.995409965515137,390,0,"E","Europe/London","airport","OurAirports"
483,"MoD Boscombe Down Airport","Boscombe Down","United Kingdom",\N,"EGDM",51.152198791503906,-1.7474100589752197,407,0,"E","Europe/London","airport","OurAirports"
487,"Haverfordwest Airport","Haverfordwest","United Kingdom",\N,"EGFE",51.833099365234375,-4.9611101150512695,159,0,"E","Europe/London","airport","OurAirports"
488,"Cardiff International Airport","Cardiff","United Kingdom","CWL","EGFF",51.39670181274414,-3.343329906463623,220,0,"E","Europe/London","airport","OurAirports"
489,"Swansea Airport","Swansea","United Kingdom","SWS","EGFH",51.60530090332031,-4.0678300857543945,299,0,"E","Europe/London","airport","OurAirports"
490,"Bristol Airport","Bristol","United Kingdom","BRS","EGGD",51.382702,-2.71909,622,0,"E","Europe/London","airport","OurAirports"
491,"Liverpool John Lennon Airport","Liverpool","United Kingdom","LPL","EGGP",53.33359909057617,-2.849720001220703,80,0,"E","Europe/London","airport","OurAirports"
492,"London Luton Airport","London","United Kingdom","LTN","EGGW",51.874698638916016,-0.36833301186561584,526,0,"E","Europe/London","airport","OurAirports"
493,"Plymouth City Airport","Plymouth","United Kingdom","PLH","EGHD",50.422798,-4.10583,476,0,"E","Europe/London","airport","OurAirports"
494,"Bournemouth Airport","Bournemouth","United Kingdom","BOH","EGHH",50.779998779296875,-1.8424999713897705,38,0,"E","Europe/London","airport","OurAirports"
495,"Southampton Airport","Southampton","United Kingdom","SOU","EGHI",50.95029830932617,-1.3567999601364136,44,0,"E","Europe/London","airport","OurAirports"
496,"Lasham Airport","Lasham","United Kingdom","QLA","EGHL",51.187198638916016,-1.0334999561309814,618,0,"E","Europe/London","airport","OurAirports"
497,"Alderney Airport","Alderney","Guernsey","ACI","EGJA",49.70610046386719,-2.2147200107574463,290,0,"E","Europe/Guernsey","airport","OurAirports"
498,"Guernsey Airport","Guernsey","Guernsey","GCI","EGJB",49.435001373291016,-2.6019699573516846,336,0,"E","Europe/Guernsey","airport","OurAirports"
499,"Jersey Airport","Jersey","Jersey","JER","EGJJ",49.20790100097656,-2.195509910583496,277,0,"E","Europe/Jersey","airport","OurAirports"
500,"Shoreham Airport","Shoreham By Sea","United Kingdom","ESH","EGKA",50.835601806640625,-0.29722198843955994,7,0,"E","Europe/London","airport","OurAirports"
501,"London Biggin Hill Airport","Biggin Hill","United Kingdom","BQH","EGKB",51.33079910279999,0.0324999988079,598,0,"E","Europe/London","airport","OurAirports"
502,"London Gatwick Airport","London","United Kingdom","LGW","EGKK",51.148101806640625,-0.19027799367904663,202,0,"E","Europe/London","airport","OurAirports"
503,"London City Airport","London","United Kingdom","LCY","EGLC",51.505299,0.055278,19,0,"E","Europe/London","airport","OurAirports"
504,"Farnborough Airport","Farnborough","United Kingdom","FAB","EGLF",51.2757987976,-0.776332974434,238,0,"E","Europe/London","airport","OurAirports"
505,"Chalgrove Airport","Chalsgrove","United Kingdom",\N,"EGLJ",51.67610168457031,-1.0808299779891968,240,0,"E","Europe/London","airport","OurAirports"
506,"Blackbushe Airport","Blackbushe","United Kingdom","BBS","EGLK",51.32389831542969,-0.8475000262260437,325,0,"E","Europe/London","airport","OurAirports"
